url,content_type,text_file,char_count,hash
https://sosv.com/pitchbook-ranks-sosv-1-most-active-vc-investor-in-agtech-5-most-active-in-clean-energy-funding/,post,txt/post__pitchbook-ranks-sosv-1-most-active-vc-investor-in-agtech-5-most-active-in-clean-energy-funding.txt,1144,00128cf8496a90f77e7f59206af70c95fa59d252de4a5133ebf6fe008fd4ca1a
https://sosv.com/pitchbook-ranks-sosv-1-most-active-investor-in-agtech-for-third-time-in-a-row/,post,txt/post__pitchbook-ranks-sosv-1-most-active-investor-in-agtech-for-third-time-in-a-row.txt,1269,c83ed243731211a97c3b50a4994a3503b6784029c2802bfc061addf5f3975dd0
https://sosv.com/indiebios-planetarians-raises-6m-to-leverage-upcycled-ingredients-for-two-ingredient-plant-based-whole-cut-meats/,post,txt/post__indiebios-planetarians-raises-6m-to-leverage-upcycled-ingredients-for-two-ingredient-plant-based-whole-cut-meats.txt,1591,a7850d03da69fc1d661bd7ebb69d7dfaa54061e3b7fa159052a6f330daf195e0
https://sosv.com/indiebios-tomtex-in-the-spotlight-for-alt-leather-made-from-shrimp-shells/,post,txt/post__indiebios-tomtex-in-the-spotlight-for-alt-leather-made-from-shrimp-shells.txt,1857,890851da10d4fe171254e57dc4780aa9d6c91bb1e4356db12c930f257cbb0af8
https://sosv.com/indiebios-notco-raises-70m-to-build-more-food-brand-alliances/,post,txt/post__indiebios-notco-raises-70m-to-build-more-food-brand-alliances.txt,1398,7e212f2205b98f5f43acb3479271a4d26838387d8e97b3c2365aa0e6c4359df3
https://sosv.com/indiebio-ny-demo-day-debuting-the-10-startups-in-batch-5/,post,txt/post__indiebio-ny-demo-day-debuting-the-10-startups-in-batch-5.txt,4682,e518b51112767475237c7db86e3212bb71518b197a64f7f92ef090f65cea92d9
https://sosv.com/with-a-6-4m-seed-indiebios-michroma-eyes-sustainable-fungi-based-ingredients/,post,txt/post__with-a-6-4m-seed-indiebios-michroma-eyes-sustainable-fungi-based-ingredients.txt,1755,1b54a61fb9111d8e33cb50fa78e08101a556ad07f77d403d429117c3793b82d0
https://sosv.com/usda-awards-indiebios-re-nuble-4-6m-to-turn-food-waste-into-fertilizer/,post,txt/post__usda-awards-indiebios-re-nuble-4-6m-to-turn-food-waste-into-fertilizer.txt,1413,df889a645d9aba53cbdbbf355568abe813eae38e91944453e167a3eb2004f823
https://sosv.com/indiebio-sf-debuts-batch-13-the-latest-companies-innovating-in-planetary-and-human-health/,post,txt/post__indiebio-sf-debuts-batch-13-the-latest-companies-innovating-in-planetary-and-human-health.txt,3712,500468ff93e8e86be43cdb76618863f06d43c28900a1ab969bcd25ed84830f19
https://sosv.com/sosvs-pae-wu-gives-techcrunch-a-glimpse-into-the-future-of-climate-tech/,post,txt/post__sosvs-pae-wu-gives-techcrunch-a-glimpse-into-the-future-of-climate-tech.txt,2230,78bc3780be9fe862518422540f1c75c6c210d3de1a5090f8fa68c9b6601d86bb
https://sosv.com/the-new-york-times-spotlights-indiebios-mycoworks-as-leader-in-alternative-leather/,post,txt/post__the-new-york-times-spotlights-indiebios-mycoworks-as-leader-in-alternative-leather.txt,1611,0f5cccc34bfae9955877384dc16c497a3a0f719a54cf93469a75dd9dc1352c23
https://sosv.com/eleven-sosv-startups-made-techcrunchs-startup-battlefield-200-two-reached-the-finals/,post,txt/post__eleven-sosv-startups-made-techcrunchs-startup-battlefield-200-two-reached-the-finals.txt,6693,725d302c3d0e4f9dfff3c02f083a8f0a905bc5a17c647145a2dd8e9548177675
https://sosv.com/when-farming-goes-indoors-hear-from-leaders-at-gotham-greens-iunu-and-vertical-oceans-at-the-sosv-climate-tech-summit/,post,txt/post__when-farming-goes-indoors-hear-from-leaders-at-gotham-greens-iunu-and-vertical-oceans-at-the-sosv-climate-tech-summit.txt,2686,3cfb51534bf543ed9eced0935bca5e67772ccb22d55b5f675c02fe34468c80b6
https://sosv.com/sosv-attends-cop27-in-sharm-el-sheikh-and-finds-the-private-sector-is-moving-to-center-stage/,post,txt/post__sosv-attends-cop27-in-sharm-el-sheikh-and-finds-the-private-sector-is-moving-to-center-stage.txt,3972,5e5ab27218e6554f9f15171da1d1176087c238aa2b3687bb0abd40e1b0098e32
https://sosv.com/haxs-renovate-robotics-closes-2-5m-pre-seed-to-automate-roofing/,post,txt/post__haxs-renovate-robotics-closes-2-5m-pre-seed-to-automate-roofing.txt,1497,8d844047b84e45dcc9b8c1187ff17db7b0b420b387f50b8b596801530f29b39c
https://sosv.com/haxs-presso-locks-in-8m-seed-funding-for-sustainable-dry-cleaning/,post,txt/post__haxs-presso-locks-in-8m-seed-funding-for-sustainable-dry-cleaning.txt,1845,eb1762dbe9ae3fb4b01d7d135acba34a0099efceced9710a503e6d46f1527e68
https://sosv.com/haxs-vertiq-wins-air-force-grant-to-develop-single-motor-drone-propulsion-system/,post,txt/post__haxs-vertiq-wins-air-force-grant-to-develop-single-motor-drone-propulsion-system.txt,1322,963d591c41e72aa3c4990445cfe5e99b36fb89628a8ca417cc5a50c4f85d6a66
https://sosv.com/boarding-school-adopts-haxs-light-phones-after-banning-smartphones-the-wsj-reports/,post,txt/post__boarding-school-adopts-haxs-light-phones-after-banning-smartphones-the-wsj-reports.txt,1376,671ad5d70a21ea166e318974ab92689d101a63b82f0f64297f01934582773df6
https://sosv.com/haxs-smartex-raises-27m-to-catch-defects-and-reduce-waste-in-textile-manufacturing/,post,txt/post__haxs-smartex-raises-27m-to-catch-defects-and-reduce-waste-in-textile-manufacturing.txt,1721,cbd2057d77840d543dc46c5dee2fac55a13db44efa156f31d96cb18264877f85
https://sosv.com/indiebios-catalog-successfully-encodes-and-searches-eight-shakespearean-tragedies-in-a-single-test-tube-of-dna/,post,txt/post__indiebios-catalog-successfully-encodes-and-searches-eight-shakespearean-tragedies-in-a-single-test-tube-of-dna.txt,1654,8713a65a72f7d41ea2c63307e36451741481f19d49f49506472ada047d7cd6e0
https://sosv.com/npr-takes-the-inside-tour-of-indiebios-upside-foods-facility-which-is-a-big-step-closer-to-production/,post,txt/post__npr-takes-the-inside-tour-of-indiebios-upside-foods-facility-which-is-a-big-step-closer-to-production.txt,1914,e74a2fb83a8be4e87ba0a1ef7144c8b624b816ff1ed170188757a23fae335e5b
https://sosv.com/indiebios-mushroom-leather-maker-mycoworks-has-caught-the-attention-of-high-fashion-and-automotive-clients/,post,txt/post__indiebios-mushroom-leather-maker-mycoworks-has-caught-the-attention-of-high-fashion-and-automotive-clients.txt,1158,2afa287ccc21f653f8a1d63572360b171a67729902d98f3d178251da86d21196
https://sosv.com/indiebios-reach-neuro-celebrates-landmark-results-in-stroke-treatment-study/,post,txt/post__indiebios-reach-neuro-celebrates-landmark-results-in-stroke-treatment-study.txt,1612,556579878b0c6a3dd29cebe68d9ebfd5711612c152f4068235625d145f093249
https://sosv.com/using-complementary-intelligence-types-to-build-stellar-startup-teams/,post,txt/post__using-complementary-intelligence-types-to-build-stellar-startup-teams.txt,9943,dcdb72fa445c6572c7b4b17d782b2ea3c7037d3fd5892954d8488d4d33cbfd18
https://sosv.com/early-registration-for-2023-climate-tech-summit-special-offer/,post,txt/post__early-registration-for-2023-climate-tech-summit-special-offer.txt,1027,32dbdc6cacd055185dc09f4e6ec7297db4e5ab98e0b27f5982c9e091f3771391
https://sosv.com/sosv-joins-3m-pre-seed-round-for-zurich-based-wastewater-treatment-specialist-oxyle/,post,txt/post__sosv-joins-3m-pre-seed-round-for-zurich-based-wastewater-treatment-specialist-oxyle.txt,1762,c24ada65ea498d4d186d5c9b80fee30c93096eed620d61077e3ec8cc65014cd3
https://sosv.com/recapping-the-2022-sosv-climate-tech-summit-and-matchup/,post,txt/post__recapping-the-2022-sosv-climate-tech-summit-and-matchup.txt,2667,7a686c85feb039a7f145003efde45a3fd9bbc089c17e1c36febeecaa6815febf
https://sosv.com/pitchbook-ranks-sosv-1-most-active-investor-in-agtech/,post,txt/post__pitchbook-ranks-sosv-1-most-active-investor-in-agtech.txt,985,1a4e6f867e01116e0656f516e059b1951899a0154b294783ad6fdcc16123c3e7
https://sosv.com/sosv-tops-foodhacks-2022-ranking-of-the-most-active-investors-in-foodtech/,post,txt/post__sosv-tops-foodhacks-2022-ranking-of-the-most-active-investors-in-foodtech.txt,504,5cd07c6d377f52061d07106c9e8d52a070a45bb6a6ec03a6b1d37052f3a2d9a2
https://sosv.com/from-freshmen-to-founders-with-a-40-million-series-a/,post,txt/post__from-freshmen-to-founders-with-a-40-million-series-a.txt,7215,daadcc353ded1f6883debe5757c4f05eaba58767bb379e12e403ac970f900450
https://sosv.com/haxs-commercial-space-cleaning-robot-maker-avidbots-closes-70m-series-c/,post,txt/post__haxs-commercial-space-cleaning-robot-maker-avidbots-closes-70m-series-c.txt,1053,98237419597ec1f3ff27242336e95b1a16676caf156fc5ab8a7d3b95e5f1026c
https://sosv.com/sosv-announces-the-close-of-its-100m-select-fund-the-venture-investors-first-growth-stage-fund/,post,txt/post__sosv-announces-the-close-of-its-100m-select-fund-the-venture-investors-first-growth-stage-fund.txt,2567,f81fb1457a433a5440bad838daaa94f977e7ed910174469bf42c0c259fb65661
https://sosv.com/announcing-orbit-4-demo-day/,post,txt/post__announcing-orbit-4-demo-day.txt,703,e49427c7ed70fabf4b9e255c86cb713fec9f9301a58a981128c8fbcdf8f3f719
https://sosv.com/sosvs-expansion-adds-three-new-general-partners/,post,txt/post__sosvs-expansion-adds-three-new-general-partners.txt,3854,e32c0e825e589ba54c1a1c5fbde6b0da218d6f2ad4b75a7cfb951b44cf6437dd
https://sosv.com/meet-oscar-ramos-the-newly-promoted-general-partner-at-sosvs-orbit-startups/,post,txt/post__meet-oscar-ramos-the-newly-promoted-general-partner-at-sosvs-orbit-startups.txt,7174,b246fe3547d9583ed53b53be204ecc0e339a41d6c1745b6698a00e29c3de08a2
https://sosv.com/orbits-treepz-founder-onyeka-akumah-on-the-future-of-transportation-tech-in-west-africa/,post,txt/post__orbits-treepz-founder-onyeka-akumah-on-the-future-of-transportation-tech-in-west-africa.txt,2405,d336f83f112471f0afdad58e962785beb5a45ab8a176c39e111fde031762a8cb
https://sosv.com/orbit-startups-priceoye-raises-a-7-9-million-seed-for-its-electronics-marketplace-in-pakistan/,post,txt/post__orbit-startups-priceoye-raises-a-7-9-million-seed-for-its-electronics-marketplace-in-pakistan.txt,1222,dd0d787b7b34cc1315f6edb4104275a19fb20143ee40643efa7945a3a8748120
https://sosv.com/sosvs-indiebio-and-mayfield-to-partner-on-genesis-consortium-for-life-sciences/,post,txt/post__sosvs-indiebio-and-mayfield-to-partner-on-genesis-consortium-for-life-sciences.txt,1287,8d1f4e45ad8eeb3e0247356d93d1d39847d43544c1d8478bf3cbc433b97b9afb
https://sosv.com/solvay-joins-the-genesis-consortium-and-sosvs-indiebio/,post,txt/post__solvay-joins-the-genesis-consortium-and-sosvs-indiebio.txt,1478,ea7854756e7e126231845d668334b9a4b1bee6f1476209c83f7f219578644fe1
https://sosv.com/sosv-announces-spinout-of-the-dlab-startup-program-as-a-standalone-fund/,post,txt/post__sosv-announces-spinout-of-the-dlab-startup-program-as-a-standalone-fund.txt,2850,6ed7219f5bd606f619b911b4fbd98e5dc3d137e2c7208d10c779ef4eace99dfa
https://sosv.com/indiebios-canaery-locks-in-4m-for-neurotech-that-knows-what-a-dogs-nose-knows/,post,txt/post__indiebios-canaery-locks-in-4m-for-neurotech-that-knows-what-a-dogs-nose-knows.txt,994,56be71a0b1d15ba9ef80d720460c26367be4fd67ceafa1ce41ee3051d4da819b
https://sosv.com/adm-joins-the-genesis-consortium-to-support-startups-powering-the-future-of-sustainable-innovation/,post,txt/post__adm-joins-the-genesis-consortium-to-support-startups-powering-the-future-of-sustainable-innovation.txt,2299,4c72483cba9552770aff872349f017a2d51e424174a03de5f061c6e22cf6fc0b
https://sosv.com/what-the-covid-19-response-among-sosv-portfolio-companies-revealed-about-deep-tech-startups-in-a-time-of-crisis/,post,txt/post__what-the-covid-19-response-among-sosv-portfolio-companies-revealed-about-deep-tech-startups-in-a-time-of-crisis.txt,6328,02627adf72abe4976aa268c4ca7a4670fd978315feef89b94c8bf5b645e4800c
https://sosv.com/meet-stephen-chambers-the-newly-promoted-general-partner-at-sosvs-indiebio-ny/,post,txt/post__meet-stephen-chambers-the-newly-promoted-general-partner-at-sosvs-indiebio-ny.txt,7165,c9cddd4234df53d491653748e466db99ecc13ebf3106950e7dcdf7218b2ac799
https://sosv.com/biotherapeutics-company-prellis-bio-appoints-new-ceo-raises-35m-series-c/,post,txt/post__biotherapeutics-company-prellis-bio-appoints-new-ceo-raises-35m-series-c.txt,2393,5d6280d5b9a65efea69699ae6d7ad578d4a1733cd2d1113ac24a734a3b3229f1
https://sosv.com/indiebios-halomine-and-inso-biosciences-win-new-york-state-funds-for-disease-outbreak-prevention/,post,txt/post__indiebios-halomine-and-inso-biosciences-win-new-york-state-funds-for-disease-outbreak-prevention.txt,1711,ee8644325679d4707740ff054f8cbc55d3b30f80977592adf16bc8960c87f086
https://sosv.com/indiebios-therapeutics-company-intrinsic-medicine-to-list-on-nasdaq-next-year/,post,txt/post__indiebios-therapeutics-company-intrinsic-medicine-to-list-on-nasdaq-next-year.txt,1660,c5d3870ef9d2b6f41b9b3e2af2fa7e29bafcbf52c4d56b14b984131b7ff8e83e
https://sosv.com/indiebios-bioaesthetics-nipple-areolar-complex-grafted-to-breast-cancer-survivor-for-the-first-time/,post,txt/post__indiebios-bioaesthetics-nipple-areolar-complex-grafted-to-breast-cancer-survivor-for-the-first-time.txt,1585,2bfc388221fdac5bbf25c18196982df1ab930e083189aef5f83f5452669f862f
https://sosv.com/haxs-labrador-systems-shows-off-voice-controlled-eldercare-robot-at-ces/,post,txt/post__haxs-labrador-systems-shows-off-voice-controlled-eldercare-robot-at-ces.txt,1874,a3233a76c1c9821af849ff904ab644f0a7532ad28598d63abdfdcbb048363f35
https://sosv.com/qv-bioelectronics-secures-2m-to-treat-brain-tumors-with-electric-field-therapy/,post,txt/post__qv-bioelectronics-secures-2m-to-treat-brain-tumors-with-electric-field-therapy.txt,1390,a2512e78c5a921a31ae3ed2fd64038cd4d4af45a13c7d7d6cd54d13aa5dadbbe
https://sosv.com/founders-vcs-join-sosvs-human-health-matchup-april-3-7/,post,txt/post__founders-vcs-join-sosvs-human-health-matchup-april-3-7.txt,1526,80509b6ea7395d6537b172f629741bea0ba8731efccd6245a565b2f243037420
https://sosv.com/reach-neuro-wins-fda-breakthrough-approval-for-device-that-restores-hand-arm-movement-post-stroke/,post,txt/post__reach-neuro-wins-fda-breakthrough-approval-for-device-that-restores-hand-arm-movement-post-stroke.txt,2785,331fc27c5a06aa51066b8ea29aeebd6953cfdc8d6106bd3a731d6062196e7741
https://sosv.com/ten63-raises-15-9m-to-drug-the-undruggable-with-generative-ai/,post,txt/post__ten63-raises-15-9m-to-drug-the-undruggable-with-generative-ai.txt,1492,4ea9780e0303b3cba26b35ea33539dd7dff1ee46f7e916630b4d98d1f022297b
https://sosv.com/chiu-chau-reboots-a-robot-into-a-billion-dollar-business/,post,txt/post__chiu-chau-reboots-a-robot-into-a-billion-dollar-business.txt,7192,8288519825f7999898eaa28ca6bcafdfbb15653570d9690b8895624a7d8a6cb7
https://sosv.com/rxalls-life-saving-deep-tech-for-african-pharmacies/,post,txt/post__rxalls-life-saving-deep-tech-for-african-pharmacies.txt,7108,b3cb20dbe57f25f7eb2240ad42a802e0d7a0aeab24fc1b2c17a6f9d8a7546199
https://sosv.com/indiebios-aluna-gets-a-15m-wave-of-support-for-ai-enabled-asthma-monitoring-platform/,post,txt/post__indiebios-aluna-gets-a-15m-wave-of-support-for-ai-enabled-asthma-monitoring-platform.txt,1998,eab2af7c14d0046e053c11887dafbc4e0279e18e024fb2cc4b5d387f9ed835d3
https://sosv.com/sleeping-beauty/,post,txt/post__sleeping-beauty.txt,5511,9315c3aedc8ae39c01f951ab7ac157f3922b1075c9e5c65f866b0cf5db7582da
https://sosv.com/the-loneliness-of-the-long-distance-entrepreneur/,post,txt/post__the-loneliness-of-the-long-distance-entrepreneur.txt,12189,44fa6c300af8c0229659aaef8ca91833fa5922e30a86604362c82da097c42178
https://sosv.com/the-sosv-climate-tech-100/,post,txt/post__the-sosv-climate-tech-100.txt,3043,e6e60b320dac11ad558900eb3110f0e4d60f5b446c15d2af071bbeb734a739c2
https://sosv.com/meet-mohan-iyer-the-new-general-partner-at-sosvs-indiebio-sf/,post,txt/post__meet-mohan-iyer-the-new-general-partner-at-sosvs-indiebio-sf.txt,4410,e4711c908e28df2adb0983e0886fcef0b8d5b1cff3604825eaa8172ff6632b66
https://sosv.com/indiebios-kelp-based-textile-company-algiknit-closes-13m-series-a-opens-new-facility/,post,txt/post__indiebios-kelp-based-textile-company-algiknit-closes-13m-series-a-opens-new-facility.txt,1263,9a6879ad6c754af63b30e50c1339badb55b9730b72c21c390ce5d4a4016c5266
https://sosv.com/announcing-the-first-eight-speakers-for-the-sosv-climate-tech-summit-oct-25-26/,post,txt/post__announcing-the-first-eight-speakers-for-the-sosv-climate-tech-summit-oct-25-26.txt,932,2af392de60cf19e6d3223abb9dbaf73cb2d9e0ed27f183357f615656430e048b
https://sosv.com/four-more-speakers-announced-for-the-sosv-climate-tech-summit-2022-usv-khosla-ventures-quaise-and-finless-foods/,post,txt/post__four-more-speakers-announced-for-the-sosv-climate-tech-summit-2022-usv-khosla-ventures-quaise-and-finless-foods.txt,687,43b64bc88f231c5b99f9b18810075799f08bc4021429fe6270d209a32b67cada
https://sosv.com/haxs-xfuel-closes-e8-2-million-investment-round-for-high-grade-biomass-fuels/,post,txt/post__haxs-xfuel-closes-e8-2-million-investment-round-for-high-grade-biomass-fuels.txt,930,12814591715d9e85d667fae7647b6b639e7f153c29ef7d527f9ba2635c7f7a21
https://sosv.com/sosv-ranks-1-for-1h-2022-among-climate-tech-vcs/,post,txt/post__sosv-ranks-1-for-1h-2022-among-climate-tech-vcs.txt,1329,d7456d6e7765dde0fabb2bd6115af5eed608bd058bc552b489be96f7c1b2f105
https://sosv.com/amid-vegan-ingredient-shortage-indiebios-notco-taps-ai-for-plant-based-alternatives/,post,txt/post__amid-vegan-ingredient-shortage-indiebios-notco-taps-ai-for-plant-based-alternatives.txt,1787,5a8e728c6fb84f6031fb95a2436de197fab6525082883e2da34a6472b04ed1d7
https://sosv.com/indiebios-bio-dye-maker-huue-closes-a-14-6m-series-a/,post,txt/post__indiebios-bio-dye-maker-huue-closes-a-14-6m-series-a.txt,926,2e020f656c40604323464b9d88cd66cbc5016092bb4778e215bcbf32a7031098
https://sosv.com/how-indiebio-helped-geltor-set-its-sites-on-bio-engineered-collagen/,post,txt/post__how-indiebio-helped-geltor-set-its-sites-on-bio-engineered-collagen.txt,1336,0ca421379a757ffb6cef67fab17cff68e0c2c9048771ee612f265b797dbbcc4e
https://sosv.com/in-pursuit-of-iron-salt-based-batteries-haxs-voltstorage-secures-24m/,post,txt/post__in-pursuit-of-iron-salt-based-batteries-haxs-voltstorage-secures-24m.txt,1100,a49c2cc101784a28e1f40f31dfd84216af8b86a731a0dd8ef3cddb2513a26da7
https://sosv.com/minus-materials-grows-biogenic-limestone-for-carbon-neutral-cement/,post,txt/post__minus-materials-grows-biogenic-limestone-for-carbon-neutral-cement.txt,1377,d19f6fb0160e9754dfb0dacd4f5ef172780de3548400d211fc17e7de2c829904
https://sosv.com/haxs-sungreenh2-raises-a-2-million-seed-to-double-hydrogen-production-without-rare-elements/,post,txt/post__haxs-sungreenh2-raises-a-2-million-seed-to-double-hydrogen-production-without-rare-elements.txt,1112,b719816c9fe5ca585919e283b177621b45252edb7611cbaf6d599a17e84c46da
https://sosv.com/grant-morgan-of-r-zero-in-conversation-with-duncan-turner-of-sosvs-hax/,post,txt/post__grant-morgan-of-r-zero-in-conversation-with-duncan-turner-of-sosvs-hax.txt,6878,810285771f6ba713139731ed27b3410c2203d1efb6a8150d9ecbfea9918e483a
https://sosv.com/indiebios-the-every-company-leverages-precision-fermentation-for-animal-free-egg-whites/,post,txt/post__indiebios-the-every-company-leverages-precision-fermentation-for-animal-free-egg-whites.txt,921,b9bf80898eb1ebf95ca4dfff7cf3f714f7256b235ef523f9a2951bee93ce7322
https://sosv.com/haxs-cleanrobotics-raises-4-5m-revs-production-on-robot-that-sorts-recyclables-better-than-humans/,post,txt/post__haxs-cleanrobotics-raises-4-5m-revs-production-on-robot-that-sorts-recyclables-better-than-humans.txt,965,51800d5bec627a93643c30b8d344c4e67d696e1dbfb9cd75c692b66dd5ebe872
https://sosv.com/pitchbooks-ranks-sosv-1-most-active-investor-in-foodtech/,post,txt/post__pitchbooks-ranks-sosv-1-most-active-investor-in-foodtech.txt,2944,23aa5e630385d9c38a413045ff4e840d9928bd160b82ddd46ac48fe0f471e147
https://sosv.com/indiebios-new-culture-teams-up-with-adm-to-bring-animal-free-mozzarella-to-midwest-pizzerias/,post,txt/post__indiebios-new-culture-teams-up-with-adm-to-bring-animal-free-mozzarella-to-midwest-pizzerias.txt,978,9ddce8ea1325605fb248fba64a58efc112ba0f41e0942d3c4c5cbae23e8a9009
https://sosv.com/indiebios-puna-bio-raises-3-7-to-enlist-natures-extremophiles-to-help-crops-thrive/,post,txt/post__indiebios-puna-bio-raises-3-7-to-enlist-natures-extremophiles-to-help-crops-thrive.txt,1262,b19de83f5608600c5ed1ef1ed6fcf83e24c97bc106a716b0350831d0276ab5a4
https://sosv.com/haxs-flair-closes-7-6m-to-redefine-home-energy-consumption/,post,txt/post__haxs-flair-closes-7-6m-to-redefine-home-energy-consumption.txt,1128,4b5b03f34a84932c83eac7f22e21bbd26b51e0ed87b8073d2744c71286f8ee58
